ticket_id,created_at,sprint,language,ticket_type_pred,workflow_pred,area_of_emr_pred,confidence,flagged_for_review,review_reason,pii_entities_redacted,pii_escape,taxonomy_version,model_version
AVA-1454,2026-07-14T18:54:00,4,en,feature_request,orders_and_results,pharmacy,0.972,0,,0,0,1.4.0,qwen3.5:9b
AVA-1455,2026-07-15T08:49:00,4,fr,feature_request,billing,clinical_documentation,0.857,0,,2,0,1.4.0,qwen3.5:9b
AVA-1456,2026-07-14T15:30:00,4,en,feature_request,orders_and_results,patient_portal,0.952,0,,3,0,1.4.0,qwen3.5:9b
AVA-1457,2026-07-13T07:45:00,4,en,feature_request,scheduling,pharmacy,0.897,0,,0,0,1.4.0,qwen3.5:9b
AVA-1458,2026-07-17T07:59:00,4,fr,bug_report,reporting,interoperability,0.714,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1459,2026-07-19T11:10:00,4,en,bug_report,billing,patient_portal,0.921,0,,0,0,1.4.0,qwen3.5:9b
AVA-1460,2026-07-18T11:09:00,4,en,feature_request,charting,lab_integration,0.871,0,,0,0,1.4.0,qwen3.5:9b
AVA-1461,2026-07-13T10:29:00,4,en,question,patient_intake,patient_portal,0.723,0,,2,0,1.4.0,qwen3.5:9b
AVA-1462,2026-07-16T18:16:00,4,fr,question,orders_and_results,lab_integration,0.427,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1463,2026-07-17T11:39:00,4,fr,documentation,billing,admin_console,0.644,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1464,2026-07-16T14:05:00,4,en,documentation,scheduling,patient_portal,0.763,0,,2,0,1.4.0,qwen3.5:9b
AVA-1465,2026-07-16T12:50:00,4,en,bug_report,orders_and_results,clinical_documentation,0.765,0,,1,0,1.4.0,qwen3.5:9b
AVA-1466,2026-07-19T15:05:00,4,en,documentation,scheduling,patient_portal,0.553,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1467,2026-07-17T16:24:00,4,en,question,billing,pharmacy,0.811,0,,0,0,1.4.0,qwen3.5:9b
AVA-1468,2026-07-18T09:28:00,4,fr,question,charting,interoperability,0.827,0,,0,0,1.4.0,qwen3.5:9b
AVA-1469,2026-07-16T13:55:00,4,en,feature_request,charting,pharmacy,0.981,0,,1,0,1.4.0,qwen3.5:9b
AVA-1470,2026-07-17T12:31:00,4,en,feature_request,reporting,lab_integration,0.938,0,,0,0,1.4.0,qwen3.5:9b
AVA-1471,2026-07-15T15:05:00,4,en,bug_report,orders_and_results,patient_portal,0.887,0,,1,0,1.4.0,qwen3.5:9b
AVA-1472,2026-07-14T11:35:00,4,en,feature_request,patient_intake,lab_integration,0.899,0,,1,0,1.4.0,qwen3.5:9b
AVA-1473,2026-07-17T16:57:00,4,en,question,orders_and_results,clinical_documentation,0.648,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1474,2026-07-15T18:28:00,4,en,bug_report,charting,clinical_documentation,0.738,0,,2,0,1.4.0,qwen3.5:9b
AVA-1475,2026-07-17T14:09:00,4,en,feature_request,charting,interoperability,0.768,0,,0,0,1.4.0,qwen3.5:9b
AVA-1476,2026-07-16T18:33:00,4,en,access_request,patient_intake,patient_portal,0.766,0,,0,0,1.4.0,qwen3.5:9b
AVA-1477,2026-07-13T16:20:00,4,en,access_request,charting,patient_portal,0.914,0,,0,0,1.4.0,qwen3.5:9b
AVA-1478,2026-07-15T07:24:00,4,en,bug_report,billing,lab_integration,0.797,0,,4,0,1.4.0,qwen3.5:9b
AVA-1479,2026-07-16T13:43:00,4,en,bug_report,charting,pharmacy,0.444,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1480,2026-07-16T15:30:00,4,en,feature_request,billing,admin_console,0.908,0,,1,0,1.4.0,qwen3.5:9b
AVA-1481,2026-07-24T12:55:00,5,fr,access_request,reporting,pharmacy,0.472,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1482,2026-07-21T12:28:00,5,en,question,scheduling,lab_integration,0.837,0,,2,0,1.4.0,qwen3.5:9b
AVA-1483,2026-07-22T15:24:00,5,en,bug_report,charting,admin_console,0.925,0,,2,0,1.4.0,qwen3.5:9b
AVA-1484,2026-07-25T08:43:00,5,en,question,orders_and_results,lab_integration,0.908,0,,0,0,1.4.0,qwen3.5:9b
AVA-1485,2026-07-22T17:57:00,5,en,documentation,orders_and_results,admin_console,0.576,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1486,2026-07-23T13:19:00,5,fr,bug_report,charting,clinical_documentation,0.449,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1487,2026-07-24T11:20:00,5,en,access_request,charting,admin_console,0.739,0,,0,0,1.4.0,qwen3.5:9b
AVA-1488,2026-07-25T17:56:00,5,en,question,orders_and_results,pharmacy,0.847,0,,2,0,1.4.0,qwen3.5:9b
AVA-1489,2026-07-20T09:10:00,5,en,access_request,patient_intake,interoperability,0.783,0,,2,0,1.4.0,qwen3.5:9b
AVA-1490,2026-07-20T15:27:00,5,en,bug_report,charting,lab_integration,0.935,0,,1,0,1.4.0,qwen3.5:9b
AVA-1491,2026-07-21T15:21:00,5,en,bug_report,patient_intake,patient_portal,0.962,0,,1,0,1.4.0,qwen3.5:9b
AVA-1492,2026-07-20T12:49:00,5,en,feature_request,billing,pharmacy,0.389,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1493,2026-07-24T11:56:00,5,en,question,orders_and_results,clinical_documentation,0.811,0,,2,0,1.4.0,qwen3.5:9b
AVA-1494,2026-07-23T18:46:00,5,en,bug_report,reporting,clinical_documentation,0.893,0,,0,0,1.4.0,qwen3.5:9b
AVA-1495,2026-07-21T13:46:00,5,en,feature_request,charting,patient_portal,0.924,0,,4,0,1.4.0,qwen3.5:9b
AVA-1496,2026-07-26T13:40:00,5,en,bug_report,charting,pharmacy,0.619,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1497,2026-07-25T07:16:00,5,en,access_request,charting,lab_integration,0.915,0,,1,0,1.4.0,qwen3.5:9b
AVA-1498,2026-07-25T16:43:00,5,fr,question,patient_intake,lab_integration,0.837,0,,4,0,1.4.0,qwen3.5:9b
AVA-1499,2026-07-20T09:23:00,5,fr,feature_request,billing,clinical_documentation,0.756,0,,0,0,1.4.0,qwen3.5:9b
AVA-1500,2026-07-22T13:07:00,5,en,feature_request,charting,interoperability,0.839,0,,0,0,1.4.0,qwen3.5:9b
AVA-1501,2026-07-24T08:43:00,5,en,bug_report,scheduling,interoperability,0.598,1,below_confidence_gate,3,0,1.4.0,qwen3.5:9b
AVA-1502,2026-07-21T11:38:00,5,en,question,orders_and_results,admin_console,0.795,0,,1,0,1.4.0,qwen3.5:9b
AVA-1503,2026-07-26T17:02:00,5,en,bug_report,charting,lab_integration,0.895,0,,1,0,1.4.0,qwen3.5:9b
AVA-1504,2026-07-24T08:13:00,5,en,documentation,patient_intake,patient_portal,0.83,0,,2,0,1.4.0,qwen3.5:9b
AVA-1505,2026-07-26T07:33:00,5,en,bug_report,charting,lab_integration,0.98,0,,1,0,1.4.0,qwen3.5:9b
AVA-1506,2026-07-21T15:54:00,5,fr,feature_request,scheduling,lab_integration,0.381,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1507,2026-07-24T18:43:00,5,fr,feature_request,reporting,interoperability,0.49,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1508,2026-07-21T13:01:00,5,fr,question,patient_intake,patient_portal,0.404,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1509,2026-07-22T13:37:00,5,en,documentation,scheduling,patient_portal,0.789,0,,0,0,1.4.0,qwen3.5:9b
AVA-1510,2026-07-24T11:59:00,5,en,question,billing,lab_integration,0.982,0,,1,0,1.4.0,qwen3.5:9b
AVA-1511,2026-07-22T17:52:00,5,en,bug_report,billing,pharmacy,0.827,0,,1,0,1.4.0,qwen3.5:9b
AVA-1512,2026-07-24T08:13:00,5,en,access_request,charting,pharmacy,0.925,0,,3,0,1.4.0,qwen3.5:9b
AVA-1513,2026-07-25T11:36:00,5,en,question,scheduling,lab_integration,0.808,0,,0,0,1.4.0,qwen3.5:9b
AVA-1514,2026-07-20T14:01:00,5,en,access_request,billing,pharmacy,0.947,0,,1,0,1.4.0,qwen3.5:9b
AVA-1515,2026-07-26T14:15:00,5,en,bug_report,orders_and_results,interoperability,0.712,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1516,2026-07-23T16:20:00,5,fr,question,reporting,patient_portal,0.627,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1517,2026-07-26T17:58:00,5,en,bug_report,reporting,clinical_documentation,0.843,0,,1,0,1.4.0,qwen3.5:9b
AVA-1518,2026-07-24T08:27:00,5,en,feature_request,scheduling,admin_console,0.879,0,,0,0,1.4.0,qwen3.5:9b
AVA-1519,2026-07-22T14:42:00,5,en,documentation,patient_intake,admin_console,0.936,0,,1,0,1.4.0,qwen3.5:9b
AVA-1520,2026-07-26T07:54:00,5,en,feature_request,orders_and_results,lab_integration,0.82,0,,0,0,1.4.0,qwen3.5:9b
AVA-1521,2026-07-22T17:08:00,5,en,question,charting,lab_integration,0.663,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1522,2026-07-26T13:11:00,5,en,question,billing,interoperability,0.833,0,,3,0,1.4.0,qwen3.5:9b
AVA-1523,2026-07-23T14:33:00,5,en,question,billing,interoperability,0.792,0,,0,0,1.4.0,qwen3.5:9b
AVA-1524,2026-07-24T15:20:00,5,en,feature_request,patient_intake,clinical_documentation,0.754,0,,1,0,1.4.0,qwen3.5:9b
AVA-1525,2026-07-20T10:25:00,5,en,bug_report,charting,patient_portal,0.969,0,,0,0,1.4.0,qwen3.5:9b
AVA-1526,2026-07-25T17:23:00,5,en,feature_request,billing,pharmacy,0.86,0,,3,0,1.4.0,qwen3.5:9b
AVA-1527,2026-07-23T14:53:00,5,en,question,scheduling,interoperability,0.924,0,,1,0,1.4.0,qwen3.5:9b
AVA-1528,2026-07-24T16:29:00,5,fr,question,patient_intake,patient_portal,0.76,0,,1,0,1.4.0,qwen3.5:9b
AVA-1529,2026-07-25T10:42:00,5,en,feature_request,scheduling,patient_portal,0.724,0,,0,0,1.4.0,qwen3.5:9b
AVA-1530,2026-07-24T10:23:00,5,en,bug_report,billing,admin_console,0.819,0,,1,0,1.4.0,qwen3.5:9b
AVA-1531,2026-07-22T11:02:00,5,en,feature_request,orders_and_results,interoperability,0.774,0,,2,0,1.4.0,qwen3.5:9b
AVA-1532,2026-07-20T10:16:00,5,en,question,charting,admin_console,0.429,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1533,2026-07-21T08:01:00,5,fr,documentation,orders_and_results,admin_console,0.922,0,,3,0,1.4.0,qwen3.5:9b
AVA-1534,2026-07-23T07:43:00,5,en,bug_report,billing,patient_portal,0.788,0,,2,0,1.4.0,qwen3.5:9b
AVA-1535,2026-07-20T09:29:00,5,en,question,orders_and_results,pharmacy,0.927,0,,2,0,1.4.0,qwen3.5:9b
AVA-1536,2026-07-21T10:53:00,5,en,documentation,orders_and_results,pharmacy,0.799,0,,1,0,1.4.0,qwen3.5:9b
AVA-1537,2026-07-26T17:58:00,5,en,bug_report,scheduling,admin_console,0.923,0,,1,0,1.4.0,qwen3.5:9b
AVA-1538,2026-07-22T13:53:00,5,fr,documentation,orders_and_results,lab_integration,0.468,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1539,2026-07-22T16:50:00,5,en,feature_request,charting,admin_console,0.647,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1540,2026-07-21T17:59:00,5,en,documentation,orders_and_results,clinical_documentation,0.939,0,,0,0,1.4.0,qwen3.5:9b
AVA-1541,2026-07-26T10:22:00,5,fr,question,charting,patient_portal,0.828,0,,2,0,1.4.0,qwen3.5:9b
AVA-1542,2026-07-21T16:02:00,5,fr,question,charting,patient_portal,0.819,0,,1,0,1.4.0,qwen3.5:9b
AVA-1543,2026-07-25T08:18:00,5,en,feature_request,charting,clinical_documentation,0.746,0,,1,0,1.4.0,qwen3.5:9b
AVA-1544,2026-07-23T12:35:00,5,en,bug_report,scheduling,lab_integration,0.593,1,below_confidence_gate,3,0,1.4.0,qwen3.5:9b
AVA-1545,2026-07-22T11:23:00,5,en,feature_request,charting,patient_portal,0.752,0,,2,0,1.4.0,qwen3.5:9b
AVA-1546,2026-07-25T15:30:00,5,en,access_request,reporting,pharmacy,0.796,0,,0,0,1.4.0,qwen3.5:9b
AVA-1547,2026-07-26T10:36:00,5,fr,bug_report,scheduling,pharmacy,0.843,0,,0,0,1.4.0,qwen3.5:9b
AVA-1548,2026-07-25T15:10:00,5,en,feature_request,billing,patient_portal,0.732,0,,0,0,1.4.0,qwen3.5:9b
AVA-1549,2026-07-23T11:21:00,5,en,question,reporting,patient_portal,0.523,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1550,2026-07-23T18:56:00,5,en,access_request,patient_intake,patient_portal,0.827,0,,2,0,1.4.0,qwen3.5:9b
AVA-1551,2026-07-21T18:39:00,5,en,bug_report,billing,patient_portal,0.978,0,,2,0,1.4.0,qwen3.5:9b
AVA-1552,2026-07-24T16:02:00,5,en,question,billing,clinical_documentation,0.883,0,,0,0,1.4.0,qwen3.5:9b
AVA-1553,2026-07-22T08:56:00,5,en,access_request,reporting,admin_console,0.842,0,,0,0,1.4.0,qwen3.5:9b
AVA-1554,2026-07-24T16:05:00,5,fr,bug_report,scheduling,clinical_documentation,0.97,0,,1,0,1.4.0,qwen3.5:9b
AVA-1555,2026-07-25T15:31:00,5,fr,feature_request,scheduling,lab_integration,0.832,0,,1,0,1.4.0,qwen3.5:9b
AVA-1556,2026-07-26T15:40:00,5,en,bug_report,charting,interoperability,0.567,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1557,2026-07-21T07:24:00,5,en,bug_report,scheduling,interoperability,0.979,0,,0,0,1.4.0,qwen3.5:9b
AVA-1558,2026-07-20T10:18:00,5,en,bug_report,charting,clinical_documentation,0.917,0,,0,0,1.4.0,qwen3.5:9b
AVA-1559,2026-07-26T08:17:00,5,en,documentation,charting,interoperability,0.725,0,,0,0,1.4.0,qwen3.5:9b
AVA-1560,2026-07-23T14:18:00,5,en,access_request,billing,clinical_documentation,0.936,0,,1,0,1.4.0,qwen3.5:9b
AVA-1561,2026-07-26T15:30:00,5,fr,bug_report,billing,patient_portal,0.733,0,,0,0,1.4.0,qwen3.5:9b
AVA-1562,2026-07-21T18:42:00,5,en,feature_request,patient_intake,admin_console,0.956,0,,0,0,1.4.0,qwen3.5:9b
AVA-1563,2026-07-21T07:38:00,5,en,documentation,scheduling,pharmacy,0.683,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1564,2026-07-26T17:46:00,5,en,bug_report,scheduling,interoperability,0.885,0,,0,0,1.4.0,qwen3.5:9b
AVA-1565,2026-07-25T18:21:00,5,en,access_request,reporting,admin_console,0.883,0,,2,0,1.4.0,qwen3.5:9b
AVA-1566,2026-07-21T17:10:00,5,en,bug_report,scheduling,interoperability,0.845,0,,0,0,1.4.0,qwen3.5:9b
AVA-1567,2026-07-24T10:04:00,5,en,bug_report,charting,clinical_documentation,0.922,0,,2,0,1.4.0,qwen3.5:9b
AVA-1568,2026-07-22T14:46:00,5,en,bug_report,billing,pharmacy,0.91,0,,1,0,1.4.0,qwen3.5:9b
AVA-1569,2026-07-24T09:46:00,5,en,bug_report,patient_intake,lab_integration,0.398,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1570,2026-07-24T17:41:00,5,en,feature_request,patient_intake,patient_portal,0.793,0,,2,0,1.4.0,qwen3.5:9b
AVA-1571,2026-07-26T16:08:00,5,en,bug_report,charting,lab_integration,0.812,0,,3,0,1.4.0,qwen3.5:9b
AVA-1572,2026-07-25T12:58:00,5,en,bug_report,billing,lab_integration,0.833,0,,1,0,1.4.0,qwen3.5:9b
AVA-1573,2026-07-21T17:31:00,5,en,access_request,scheduling,patient_portal,0.886,0,,0,0,1.4.0,qwen3.5:9b
AVA-1574,2026-07-20T08:08:00,5,en,feature_request,orders_and_results,interoperability,0.9,0,,4,0,1.4.0,qwen3.5:9b
AVA-1575,2026-07-24T09:33:00,5,en,bug_report,charting,admin_console,0.967,0,,0,0,1.4.0,qwen3.5:9b
AVA-1576,2026-07-23T17:00:00,5,en,bug_report,billing,interoperability,0.741,0,,1,0,1.4.0,qwen3.5:9b
AVA-1577,2026-07-24T18:18:00,5,en,question,orders_and_results,patient_portal,0.765,0,,1,0,1.4.0,qwen3.5:9b
AVA-1578,2026-07-26T07:29:00,5,en,access_request,reporting,admin_console,0.93,0,,3,0,1.4.0,qwen3.5:9b
AVA-1579,2026-07-26T09:08:00,5,fr,documentation,charting,interoperability,0.665,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1580,2026-07-25T09:29:00,5,en,feature_request,billing,lab_integration,0.49,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1581,2026-07-23T09:36:00,5,en,bug_report,patient_intake,pharmacy,0.896,0,,4,0,1.4.0,qwen3.5:9b
AVA-1582,2026-07-22T11:01:00,5,en,documentation,scheduling,admin_console,0.942,0,,2,0,1.4.0,qwen3.5:9b
AVA-1583,2026-07-21T10:46:00,5,en,documentation,reporting,clinical_documentation,0.744,0,,2,0,1.4.0,qwen3.5:9b
AVA-1584,2026-07-24T15:49:00,5,en,feature_request,charting,lab_integration,0.735,0,,2,0,1.4.0,qwen3.5:9b
AVA-1585,2026-07-24T16:17:00,5,en,bug_report,billing,lab_integration,0.834,0,,0,0,1.4.0,qwen3.5:9b
AVA-1586,2026-07-26T13:56:00,5,en,bug_report,scheduling,admin_console,0.791,0,,0,0,1.4.0,qwen3.5:9b
AVA-1587,2026-07-22T11:53:00,5,en,question,billing,pharmacy,0.622,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1588,2026-07-24T11:21:00,5,en,bug_report,scheduling,clinical_documentation,0.438,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1589,2026-07-26T07:50:00,5,en,access_request,patient_intake,clinical_documentation,0.982,0,,0,0,1.4.0,qwen3.5:9b
AVA-1590,2026-07-23T18:45:00,5,en,question,orders_and_results,clinical_documentation,0.937,0,,0,0,1.4.0,qwen3.5:9b
